Período,Sección,Ciclo,Edad,Estatura (cm),Peso (kg),Signo del zodiaco,Sexo,Carrera,Tiempo de reacción,Juega videojuegos,Hace deporte,Color favorito,Talla de zapato,Talla de polo,Sistema operativo,Fecha de nacimiento,Indicaciones,,
2022-2,12.01,3,18,165,,Aries,M,Ingeniería de la Energía,360,Sí,Sí,Azul,42,L,Windows,03/28/2004,TRUE,,
2022-2,12.01,4,20,165,57,Piscis,F,Ingenieria química,351.8,si,no,amarillo,37,M,Windows,02/23/2002,TRUE,,
2022-2,12,4,26,170,55,Libra,M,Bioingeniería,390,Sí,Sí,Blue,41,M,Windows,10/22/1995,TRUE,,
2021-2,12.01,3,20,159,58,Cancer,F,Ingeniería Electrónica,369,Si,Si,Amarillo,37,S,Windows,07/04/2002,TRUE,,
2022-2,12.01,8,22,172,75,Picis,M,Ingeniería Mecatrónica,396,si,si,Blanco,40,M,Windows,02/28/2000,TRUE,,
2022-2,12.01,3,19,155,60,Virgo,F,Ingeniería Industrial,349,No,No,Negro,37,M,Windows,09/21/2002,TRUE,,
2022-2,12.01,3,20,172,72,Sagitario,M,Ingenieria Civil,396,si,si,Azul,42,L,Windows,01/03/2002,TRUE,,
2022-2,12.01,3,21,160,55,Capricornio,m,Bio,350,NO,SI,Morado,41,S,Windows,01/09/2001,TRUE,,
2022-2,12,3,19,184,84,Geminis,M,Ingenieria electronica,,Si,Si,Azul,44.5,L,Windows,06/06/2003,TRUE,,
2022-2,12.01,4,18,176,90,Piscis,M,Bioingenieria ,274,Si,Si,Azul,45,L,Windows,,TRUE,,
,12.01,4,18,168,58,Escorpio,M,Ciencia de la computacion,300,Si,Si,Rojo,39,S,Windows,,FALSE,,
2021-2,12.01,3,18,177,70,Sagitario,L,Ingenieria Mecatronica,273,Sí,Sí,Gris,43,L,Windows,03/12/2003,TRUE,,
2022-2,12.02,3,20,156,50,Leo,F,Ingeniería Industrial,212,No,No,Rosado,36,S,Windows,08/22/2002,TRUE,,
,12.01,5,21,163,,Sagitario,F,Ingenieria Mecánica,286.4,No,No,Amarillo,38,M,Windows,12/20/2000,TRUE,,
2020-2,12.01,6,20,175,81,Cancer,M,Ciencias de la Computacion,180.2,Si,Si,Negro,42,M,Windows,03/07/2002,TRUE,,
2022-2,11.01,3,18,165,57,Capricornio,F,Ingeniería Mecatrónica,212,No,No,Rosado,36,S,Windows,03/01/2004,TRUE,,
2022-2,14.01,3,22,145,55,Tauro,F,Ciencia de la computación ,236,No,Si,Rosado,36,M,Windows,04/27/2000,TRUE,,
2022-2,11.01,3,18,161,64,Libra,M,Ingeniería Ambiental,350,Si,No,Blanco,40,S,Windows,,TRUE,,
2020-2,15.01,3,18,1.62,62,Piscis,M,Ingenieria Civil,280,SI,SI,Verde,39,M,Windows,03/03/2004,TRUE,,
2022-2,3.01,5,21,1.85,86,Capricornio,M,Ingenieria Mecatronica,211,Si,No,Azul,45,L,Windows,06/01/2001,TRUE,,
2022-2,16.01,2,20,1.76,70,Libra,M,Ingenieria Mecanica,0.99,Si,Si,Brown,42,M,Windows,09/27/2001,TRUE,,
2022-2,8.01,4,18,158,70,Virgo,F,Ingeniería Civil,347.8,No,No,Violeta,38,M,Windows,09/16/2003,TRUE,,
2021-2,3.01,3,19,165,60,Leo,M,Ingenieria Mecatronica,297.3,Si,No,Negro,41,S,Windows,08/15/2003,FALSE,,
,4.01,2,17,175,65,Geminis,M,Ingenieria Industrial,177,Si,Si,Rojo,42,M,Windows,06/06/2005,TRUE,,
2022-2,3.01,6,21,166,65,Geminis,M,Ingenieria Industrial,365,SI,SI,AZUL,42,S,Windows,05/29/2001,FALSE,,
2022-2,,7,22,175,86,Tauro,M,Ingenieria Civil,270,No,Si,Azul,40,M,Mac OS,07/05/2001,TRUE,,
2022-2,5.01,3,19,1.54,62,Aries,F,Ingenieria Quimica,370,No,Si,Negro,36,M,Windows,04/14/2003,TRUE,,
2022-2,2.01,4,19,1.65,65,Piscis,M,Ingenieria Industrial,264,Si,Si,Verde,41,M,Windows,03/13/2003,TRUE,,
2022-2,8.01,4,17,154,59,Escorpio,F,Ingeniería Civil,182,Si,Si,Azul,35,S,Windows,11/14/2004,TRUE,,
2022-2,8.01,4,19,165,70,Escorpio/Libra,M,Ingeniería Civil,233,Si,Si,Naranja,41,M,Windows,11/22/2002,TRUE,,
2022-2,5.01,4,19,1.7,80,Leo,M,Bioingenieria,233,No,Si,Blanco,42,L,Windows,08/19/2014,TRUE,,
,15.01,3,19,1.65,50,Tauro,F,Ingenieria Mecanica,,,,,,,,,FALSE,,
,15.01,3,18,1.58,70,Acuario,F,Ingeniería Mecánica,,,,Turqueza,36,xs,,,FALSE,,
2022-2,8.01,3,17,1.63,54,Leo,,Bioingenieria,,Sí,Sí,Celeste,36,M,Windows,,FALSE,,
2022-2,9,4,20,185,110,Tauro,M,Ing. Química,204,Sí,Sí,Negro,44,XL,Mac OS,05/07/2002,TRUE,,
2022-2,16.01,3,19,1.55,60,Escorpio,F,Ing. civil,273,NO,NO,Blanco,37,s,Windows,10/25/2002,TRUE,,
2022-2,16.01,3,18,165,65,Virgo,M,Ing. civil,,NO,SI,Amarillo,40,M,Windows,09/05/2003,FALSE,,
2021-2,,,,,,,,,,,,,,,,,FALSE,,
2021-2,,3,17,1.65,60,Virgo,F,Ciencia de la computacion,,NO,NO,Azul,37,S,Windows,,TRUE,,
2021-1,8.01,4,19,1.65,63,Sagitario,M,Ingenieria Quimica,329,si,no,Verde,40,M,Windows,,FALSE,,
2022-2,16.01,4,19,1.85,76,Cancer,M,Ingeniera Industrial,168,si,si,Negro,44,L,Windows,07/07/2003,TRUE,,
2022-1,9,3,18,1.65,60,Libra,M,Ingeniera Industrial,163,SI,SI,azul,36,s,Windows,04/07/2004,TRUE,,
2022-2,9.01,5,23,1.75,69,Tauro,M,Ingeniaría Mecánica,337,NO,Sí,Azul,42,L,Windows,,TRUE,,
,13.01,4,20,1.71,78,Geminis,M,Ciencia de la computacion,,si,no,Naranja,42,L,Mac OS,,TRUE,,
2022-2,14.01,5,21,172,75,Escorpio,M,Ingeniería Mecatrónica,281.4,No,Sí,Azul,42,M,Windows,08/11/2001,TRUE,,
2022-1,13.01,2,17,187,83,Libra,M,Ingeniería Industrial,202,Sí,Sí,Negro,42,XL,Windows,10/13/2004,TRUE,,
2019-1,13.01,5,21,178,79,Virgo,m,Ing. civil,,si ,si,azul,,,,,FALSE,,
2021-2,16.01,3,20,1.74,92,Virgo,M,Ingenieria Mecanica,284,si,si,morado,44,XL,Windows,03/09/2001,TRUE,,
2022-2,8.01,4,18,1.78,80,Capricornio,M,Ingeniería Civil,170,si,si,Negro,44,L,Windows,12/24/2003,TRUE,,
2022-2,16.01,5,23,1.7,72,Abril,F,Ingeniería Mecatrónica,320,no,sí,Verde,37,M,Windows,04/27/1999,TRUE,,
2021-2,11.01,3,21,161,55,Géminis,F,Ingeniería industrial,350,Sí,No,Rosado,38,S,Windows,12/06/2001,TRUE,,
2021-2,8,3,21,160,68,Leo,F,Ingeniería Industrial,360,no,no,Morado,39,M,Windows,08/16/2001,TRUE,,
2022-2,16.01,4,19,1.5,58,Aries,F,Ciencia de la computacion,,si,no,Lila,36.5,M,Windows,03/27/2003,TRUE,,
2021-1,15.01,3,19,158,62,Sagitario,F,Ingeniería Mecánica,,si,si,Rosado,37,M,Windows,03/12/2002,FALSE,,
2021-2,13.01,3,19,1.81,82,Leo,M,Ingeniería Mecánica,350,si,si,Verde,44,L,Windows,,FALSE,,
2023-0,1,4,18,171,65,Cáncer,F,Ciencia de la computacion,564.2,no,sí,Negro,39,M,Windows,04/07/2004,TRUE,,
2023-0,1.01,3,18,1.69,59,Libra,M,Ciencia de Datos,175,si,si,morado,41,M,Windows,06/10/2004,TRUE,,
2023-0,1.01,5,19,155,45,Virgo,F,Bioingeniería,298,No,Si,Turquesa,36,S,Windows,09/18/2003,TRUE,,
2023-0,1.01,5,19,174,82,Virgo,M,Bioingeniería,256,Si,Si,Rojo,42.5,L,Windows,09/01/2003,TRUE,,
2023-0,1.01,3,18,170,70,Libra,M,Ingeniería Química,230,SI,SI,Verde,42,S,Windows,10/04/2004,TRUE,,
2023-0,1.01,5,18,157,56,Piscis,F,Ciencia de la computacion,306.4,Si,No,Verde,36,S,Windows,03/03/2004,TRUE,,
2023-0,1.01,3,19,165,60,Sagitario,F,Ingeniería Mecánica,230,No,No,Verde,39,M,Windows,12/15/2003,TRUE,,
2023-0,1.01,5,19,162,60,Sagitario,F,Bioingeniería,305,No,No,Amarillo,37,M,Windows,12/12/2003,TRUE,,
2023-0,1.01,5,20,165,80,Leo,M,Ingeniería Industrial,433,Si,Si,Rojo,40,M,Windows,12/01/2023,TRUE,,
2023-0,1.01,4,,,,,,,,,,,,,,,FALSE,,
2023-0,1.01,4,22,156,50,capricornio,F,Ingenieria Industrial,615,NO,SI,Morado,36,S,Windows,12/24/2000,TRUE,,
2023-0,1.01,4,19,164,72,Géminis,M,Bioingeniería ,,Sí,No,-,,L,Windows,04/06/2003,FALSE,,
2023-0,1.01,7,25,1.6,70,Libra,M,Bioingeniería ,364,Si,No ,Rojo ,41,L,Windows,,TRUE,,
2021-1,1.01,5,19,165,60,Escorpio,F,Bioingeniería ,271,si,si,verde,39,M,Windows,12/11/2003,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2023-0,1.01,5,19,1.74,73,Escorpio,M,Ingeniería electrónica,295,si,si,Verde,44,L,Windows,,TRUE,,
2023-0,1.01,5,18,152,50,Libra,F,Ingeniería Ambiental,238,si,si,Amarillo,36,S,Windows,10/21/2004,TRUE,,
2023-0,1.01,4,20,164,55,Piscis,M,Ciencia de la computación,253,si,si,Verde,41,M,Windows,02/21/2002,TRUE,,
2023-0,1.01,6,19,155,50,Libra,F,Ingeniería Química,,No,Si,Blanco,36,S,Windows,01/10/2003,,,
2023-0,1.01,5,21,165,48,libra,F,Ingeniería Industrial,,no,si,Blanco,37,XS,Windows,,FALSE,,
2023-0,1.01,3,18,171,64,Virgo,M,Ciencia de la computación,226,Sí,Sí,Verde,42,M,Linux,11/09/2004,FALSE,,
2023-0,1.01,3,18,164,52,Libra,F,Ingeniería Química,239,Sí,No,Rosado,37,S,Windows,10/14/2004,TRUE,,
2023-0,1.01,3,18,178,62,Geminis,M,Ingenieria Industrial,58,Si,Si,Verde,39,M,Windows,06/09/2004,FALSE,,
2023-0,1.01,5,19,1.68,61,Aries,M,Ingeniería Mecatrónica,285,Si,Si,Azul,39,S,Windows,03/31/2003,TRUE,,
2023-0,1.01,3,18,167,54,Sagitario,M,Ingeniería Civil,250,Si,Si,Negro,39,S,Windows,12/16/2004,TRUE,,
2023-0,1.01,5,23,180,89,Libra,M,Ciencia de la computación,433,si,Si,Verde,40,L,Linux,10/18/1999,TRUE,,
2023-0,1.01,7,19,170,81,Piscis,M,Ingenieria Electronica,185,Si,Si,Naranja,45,L,Windows,03/11/2003,TRUE,,
2023-0,1.01,5,20,1.63,60,leo,M,Ingenieria Electronica,464,No,Si,Verde,40,M,Windows,10/08/2002,TRUE,,
2023-1,,4,,1.65,55,tauro,F,,646,si,si,palo rosa,38,S,Windows,08/05/2005,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2023-1,12.01,3,17,162,66,tauro,M,Ingeniería mecatrónica,297,No,No,Azul,41,M,Windows,04/05/2005,TRUE,,
2023-1,12.01,3,18,170,52,Capricornio,F,Ciencia de la computación,216,No,Si,Amarillo,40,S,Mac OS,12/25/2004,TRUE,,
2023-1,12.01,3,17,1.65,53,Cáncer,M,Ciencia de la computación,283,No,Si,Salmón,41,S,Windows,07/05/2005,TRUE,,
2023-1,12.01,7,20,161,,Virgo,F,Ingeniería Mecatrónica,335,Si,Si,Negro,37,M,Mac OS,09/14/2002,TRUE,,
2023-1,12.01,3,18,170,60,Capricornio,M,Ingeniería Mecatrónica,320,No,Sí,Azul,41,M,Windows,01/05/2005,TRUE,,
2023-1,12.01,7,,,,,,,,,,,,,,,TRUE,,
2023-1,12.01,6,19,169,67,Aries,M,Ingenieria de la Energía,315,Sí,Sí,Azul,41,M,Windows,03/29/2003,TRUE,,
2023-1,12.01,4,20,163,65,Scorpio,M,Ingeniería Civil,726,Sí,Sí,Verde,40,M,Windows,10/27/2002,TRUE,,
2023-1,12.01,3,21,160,60,Piscis,M,Ingeniería Mecánica,278,Sí,No,Azul,40,M,Windows,03/16/2002,TRUE,,
2023-1,12.01,3,20,190,105,Piscis,M,Bioingeniería,234,SI,SI,Rojo,44,XL,Windows,05/03/2003,TRUE,,
2023-1,12.01,3,18,190,90,cancer,M,Ingeniería Mecatrónica,273,si,si,verde,45,L,Windows,05/07/2004,TRUE,,
2023-1,12.01,3,17,174,55,leo,M,Ingeniería Mecatrónica,325,sí,sí,Rojo,41,M,Windows,07/28/2005,TRUE,,
2023-1,12.01,4,19,176,80,Sagitario,M,Bioingenieria,431,Si,Si,Azul,41,M,Windows,12/03/2003,TRUE,,
2023-1,12.01,3,17,155,50,Cáncer,F,Ciencias de la Computación,253,Sí,Sí,Azul,38,S,Windows,06/25/2005,TRUE,,
2023-1,12.01,3,18,170,73,piscis,M,Ingeniería Mecatrónica,,Sí,sí,Amarillo,42,M,Windows,03/21/2005,TRUE,,
2023-1,12.01,3,18,172,66,leo,M,Bioingenieria,280,si,si,azul,41,M,Windows,08/01/2004,TRUE,,
2023-1,12.01,3,19,174,68,cancer,M,Ciencias de la computacion,310,si,si,Azul,43,M,Mac OS,07/03/2003,TRUE,,
2023-1,12.01,3,18,175,80,escorpio,M,Ingenieria Mecatrónica,379,si,si,Amarillo,43,L,Windows,11/15/2004,TRUE,,
2023-1,12.01,3,18,163,58,piscis,M,Ciencias de la Computación,321,Sí,Sí,Rojo,40,M,Windows,03/16/2005,TRUE,,
2023-1,12.01,3,18,183,79,virgo,M,Ciencias de la Computación,223,si,si,Verde,45.5,M,Windows,09/17/2004,TRUE,,
2023-1,12.01,3,17,179,86,virgo,M,Ciencias de la Computacion,264,si,si,azul,43,L,Windows,09/17/2005,TRUE,,
2023-1,12.01,6,20,,,Geminis,M,Ingeniería mecanica,359,Si,Si,azul,42,S,Windows,05/22/2003,TRUE,,
2023- 1,,,,,,,,,,,,,,,Windows,,FALSE,,
2023-1,12.01,3,21,178,54,Capricornio,M,Bioingeniería ,222,Si,No,Rojo,42.5,M,Windows,02/01/2002,TRUE,,
2023 - 1,12.01,3,22,172,90,acuario,M,Ingeniería mecatronica,366,Si,No,Azul,42,L,Windows,08/02/2000,TRUE,,
2023-1,12.01,7,24,164,57,Leo ,F,Ingeniería electrónica ,,Si,Si,Verde Limón ,36,S,Windows,08/15/1998,TRUE,,
2023 - 1,12.01,4,18,172,68,sagitario,M,Ingenieria Civil,283,no,no,negro,41,S,Windows,01/12/2004,TRUE,,
2023-1,12.01,3,17,173,68,Cancer,M,Ingenieria Mecatronica,299,Si,No,Azul,43,L,Windows,07/07/2005,TRUE,,
2023-1,12.01,3,20,161,85,libra,M,CIencia de la Computación,325,si,no,azul,40,M,Windows,09/28/2002,TRUE,,
2023-1,12.01,3,18,170,73,Sagitario,M,Ciencia de Datos,279,Sí,Sí,Azul,41,M,Windows,12/19/2004,TRUE,,
2021-2,12.01,4,20,173,75,Cancer,M,Ingeniería industrial ,253,si,si,negro,44,L,,,FALSE,,
2021-2,12.01,4,21,156,51,capricornio,F,ingenieria civil,378,si,si,negro,36,M,Windows,01/14/2004,TRUE,,
2023-1,12.01,3,20,153,55,,,,,,,,,,,,FALSE,,
2023-1,12.01,4,19,154,54,Sagitario ,F,Ingeniería ambiental,244,si,si,Negro,37,S,Windows,12/13/2003,TRUE,,
2022-2,12.01,2,19,166,63,Capricornio,M,Ingeniería industrial,380,si,si,Azul,41,S,Windows,,FALSE,,
2023-1,12.01,4,19,154,46,Sagitario ,F,Bioingeniería ,,No,Si,Azul,36,S,Windows,,TRUE,,
2023-1,12.01,4,19,151,60,Virgo,F,Ingeniería Civil,367,No,Sí,Morado,38,M,Windows,09/19/2003,TRUE,,
2023-1,12.01,3,18,167,62,Libra,M,Ingeniería electrónica ,,,,Guinda,40,M,Windows,01/10/2004,TRUE,,
2023-1,3.01,4,20,156,55,Piscis,F,Ingenieria Industrial,284,no,si,Azul,34,M,Windows,11/03/2003,TRUE,,
2022-2,7.01,2,18,178,80,Aries,M,Ingeniería Industrial,323,Sí,sí,Negro,42,L,Windows,03/28/2004,TRUE,,
2023-1,7.01,2,17,170,71,Cáncer,M,Ingeniería Industrial,213,Sí,sí,Verde,42,S,Windows,11/07/2005,TRUE,,
2023-1,13.01,2,18,156,48,Libra,F,Ingeniería Industrial,,No,Si,,36,S,Windows,,TRUE,,
2023-1,13.01,3,20,160,49,Aries,F,Bioingenieria,413,No,Si,Negro,36,S,Windows,,TRUE,,
2023-1,4.01,3,18,173,67,Sagitario ,M,Ciencia de Datos,67.4,no ,Si,Verde,43,S,Windows,11/25/2004,TRUE,,
2023-1,7.01,3,19,164,73,piscis ,M,Ingenieria Industrial,247,no,si,,40,M,Windows,05/03/2004,TRUE,,
2023-1,4.01,3,26,160,65,Cáncer,M,Ingeniería Mecatrónica,370,si,si,Azul,41,S,Mac OS,,TRUE,,
2023-1,12.01,4,19,155,60,Cáncer,F,Ingeniería Civil,447,Sí,Sí,Negro,36,M,Windows,07/22/2003,TRUE,,
2023-1,13.01,3,18,174,75,Libra,M,Ingeniería Mecánica,203,Sí,Sí,Celeste,44,M,Mac OS,02/10/2004,TRUE,,
2023-1,4.01,2,19,160,60,Leo,M,Ingenieria Industrial,203,No,Si,Verde,40,M,Windows,06/08/2003,TRUE,,
2023-1,10.01,2,21,160,60,Aries,M,Ciencias de la Computación,418.4,No,No,Rosado,40,S,Windows,03/27/2002,TRUE,,
2023-1,14.01,2,18,175,60,,M,Ingenieria Industrial,250,Si,Si,Azul,42,M,Windows,,FALSE,,
2023-1,7.01,3,17,163,60,Tauro,M,Ciencias de la Computación,263,Si,No,Azul,40,M,Windows,04/27/2005,TRUE,,
2023-1,7.01,3,18,168,61,capricornio,M,Ciencias de la computación ,298,no,si,negro,40,M,Windows,06/01/2005,TRUE,,
2023-1,7.01,3,17,175,56,Cáncer,M,Bioingeniería ,354,si,si,Verde,42,M,Windows,07/21/2005,TRUE,,
2023-1,10.01,3,18,180,67,Acuario,M,Ciencia de Datos,205,si,si,Verde,42,M,Windows,02/14/2005,TRUE,,
2023-1,7.01,5,20,169,67,Escorpio,M,Ingenieria Industrial,368,Si,Si,Negro,43,S,Windows,10/23/2002,TRUE,,
2023-1,13.01,2,17,180,102,Aries,M,Ingeniería Industrial,320,No,No,Azul,44,L,Windows,04/04/2005,TRUE,,
2023-1,10.01,4,19,160,51,Escorpio,F,Ingeniería ambiental,461,No,Sí,Negro,37,S,Windows,11/14/2003,TRUE,,
2023-1,10.01,7,22,168,75,Piscis,M,Bioingenieria,328,No,Sí,Azul,42.5,M,Windows,02/28/2001,TRUE,,
2023-1,10.01,3,18,158,54,Sagitario,F,Ciencia de la Computación,293,No,No,Morado,38,M,Mac OS,12/15/2004,TRUE,,
2023-1,10.1,3,17,170,70,Aries,M,Ciencia de la Computación,278,Si,No,Azul,42,L,Mac OS,04/14/2005,TRUE,,
2023-1,10.1,5,23,165,75,Cancer,F,Ciencia de la computación ,321,Sí,Sí,Rosado,39,M,Windows,07/15/1999,TRUE,,
2023-1,10.01,3,18,173,57,Aries,M,Ciencia de la computación,284,Sí,Sí,Verde,41,M,Windows,03/23/2005,TRUE,,
2023-1,10.01,3,18,178,75,Capricornio,M,Ciencia de la Computación,334,Si,Si,Rojo,42,M,Windows,12/23/2004,TRUE,,
2018-2,10.01,3,25,162,77,Piscis,F,Bioingeniería,401,Si,Si,Negro,39,L,Windows,03/20/1998,TRUE,,
2023-1,10.01,3,18,163,78,Sagitario,M,Ingenieria Quimica,350,Si,Si,Rojo,43,L,Windows,07/12/2004,TRUE,,
2023-1,10-01,4,24,172,76,Aries,M,Ingenieria Mecatronica,191,No,Si,Azul,43,L,Windows,04/14/1998,TRUE,,
2023-1,10.01,5,18,158,50,Tauro,F,Bioingenieria,339,Sí,Sí,Gris,38,S,Windows,11/05/2004,TRUE,,
2023-1,10.1,7,19,176,86,Virgo,M,Ingeniería Industrial,346,Si,No,Verde,43,M,Windows,12/09/2003,TRUE,,
2023-1,10.01,3,18,175,74,Piscis,M,Ciencia de la Computación,251,Sí,Sí,Azul,43,M,Windows,02/28/2005,TRUE,,
2023-1,10.1,5,20,155,65,Acuario,F,Ingeniería Civil,542,No,Si,Negro,39,M,Windows,07/02/2003,TRUE,,
2023-1,10.01,6,23,162,60,Libra,M,Ingeniería Civil,389,Si,Si,Azul,40,S,Windows,10/19/1998,TRUE,,
2023-1,10.01,3,18,171,71,Acuario,M,Ciencia de la Computación,252,Sí,Sí,Azul,40,M,Windows,02/15/2005,TRUE,,
2023-1,10.01,4,21,167,68,Aries,M,Ingeniería Civil,254,Si,SI,Azul,41,M,Windows,,TRUE,,
2023-1,10.01,7,24,178,70,Leo,M,Ciencia de la Computacion,128,Si,Si,Cian,41,M,Windows,01/08/1998,FALSE,,
2023-1,5.01,3,17,165,59,Geminis,M,Ingenieria Quimica,256,Si,Si,Verde,41,M,Windows,04/21/2005,FALSE,,
2023-1,10.01,7,22,180,102,Cancer,M,Bioingenieria,324,SI,SI,Dorado,44,XL,Windows,07/05/2000,TRUE,,
2023-1,10.01,3,20,182,76,Virgo,M,Ingenieria electrónica,243,Si,Si,Morado,44,M,Windows,11/09/2002,TRUE,,
2023-1,7.01,2,18,160,50,Virgo,F,Ingeniería Industrial,253,Si,No,Lila,37,S,Windows,09/20/2004,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2023-1,10.01,3,18,180,80,Aries,M,Ingenería mecatronica ,320,Si,Si,Rojo,45,M,Windows,03/24/2005,TRUE,,
2023-1,10.01,6,20,163,63,Leo,M,Ingenieria Electronica,425,no,si,naranja,41,M,Windows,10/08/2002,TRUE,,
2023-1,10.01,4,21,167,68,aries,M,Ingenería civil,245,si,si,Azul,41,M,Windows,,TRUE,,
2021-2,10.01,4,19,170,58,Capricornio,M,Ingeniería mecánica,333,Sí,Sí,Rojo,41,M,Windows,01/19/2004,TRUE,,
2021-2,10.01,6,25,172,75,cancer,M,Ingeneria Electronica,,SI,SI,Azul,44,M,Windows,,TRUE,,
2023-1,10.01,4,23,183,95,Capricornio,M,Ingenieria Industrial,333,no,si,negro,45,XL,Windows,12/25/1999,TRUE,,
2023-1,,,,,,,,,,,,,,,,,FALSE,,
2021-2,10.01,4,21,171,80,Tauro,M,Ingeniería civil,291,Si,SI,Azul ,42,XL,Windows,09/05/2001,TRUE,,
2023-1,10.01,4,18,160,58,Geminis ,M,Ingeniería Civil ,327,Si,Si,Azul ,40,M,Windows,04/06/2004,TRUE,,
2023-1,10.01,5,19,161,54,Piscis,F,Bioingenieria,310,No,No,Verde,36,S,Windows,02/29/2004,TRUE,,
2023-1,10.01,8,22,172,60,Ofiuco,M,Ingeniería Civil,314,Sí,Sí,Azul,43,L,Windows,07/12/2000,TRUE,,
2023-1,10.01,3,17,174,69,Aries,M,Ciencia de la Computacion,255,Si,Si,Rojo,43,M,Windows,04/12/2005,TRUE,,
2023-1,10.01,3,18,164,54,Capricornio,M,Ingenieria de la Energia,288,Si,Si,Salmon,40,M,Windows,05/01/2005,TRUE,,
2023-2,10.01,4,19,175,55,-,M,Bioingenieria,209,SI,SI,Azul,42,M,Windows,05/20/2003,TRUE,,
2021-1,10.01,5,18,157,57,Virgo,F,Ingeniería Civil,396,No,Sí,Morado,37,S,Windows,11/09/2004,TRUE,,
2023-1,13.01,2,18,158,52,Leo,F,Ingeniería Industrial,249,No,Sí,Morado,36,S,Windows,12/08/2004,TRUE,,
2023-1,4.01,3,17,175,65,Tauro,M,Data Science,253,Sí,Sí,Negro,43,L,Windows,12/05/2005,TRUE,,
2023 -1,10. 01,5,19,174,72,Tauro,M,Ing. Civil,243,Si,Si,Negro,42,Xl,Windows,10/05/2003,TRUE,,
2023-1,9.01,5,22,170,74,Libra,M,Ciencia de la Computacion,242,Si,Si,Negro,42,M,Mac OS,09/25/2000,TRUE,,
2023-1,,,,,,,,,,,,,,,,,FALSE,,
2023-1,9.01,3,18,172,72,Virgo,M,Ing. Industrial,357,Si,Si,Rojo,42,M,Windows,09/18/2004,TRUE,,
2023-1,9.01,3,18,170,60,Piscis,M,Data Science,263,Si,No,Celeste,40,S,Windows,03/16/2005,TRUE,,-+-
2023-1,9.01,3,18,175,70,Tauro,M,Ingeniería Mecatrónica,308,Si,Si,Azul,42,S,Windows,04/30/2004,TRUE,,
2023-1,9.01,,,,,,,,,,,,,,,,FALSE,,
2023-1,9.01,2,19,168,72,Aries,M,Ingenieria Electrónica,365,Sí,No,Negro,41,M,Windows,06/04/2003,TRUE,,
2023-1,9.01,3,18,170,60,Aries,M,Igeniería Mecatrónica,367,Sí,Si,Azul,42,M,Windows,11/04/2004,TRUE,,
2023-1,9.01,4,20,166,80,Tauro,M,Ingenieria Civil,267,Si,Si,Azul,43,M,Windows,08/05/2002,TRUE,,
2023-1,9.01,4,21,172,63,Aries,M,Ingeniería Civil,267,SÍ,Sí,Verde Neon,42,M,Windows,04/02/2001,TRUE,,
2023-1,9.01,4,21,172,72,Sagitario,M,Ingenieria Civil,325,Si,Si,Azul,42,L,Windows,03/01/2002,TRUE,,
2023-1,9.01,3,17,173,77,Aries,M,Ingenieria Industrial,242,Si,Si,Azul,42,L,Windows,03/30/2005,TRUE,,
2023-1,9.01,3,17,174,78,Sagitario,M,Ing. Civil,291,Si,Si,Negro,42,L,Windows,12/04/2005,TRUE,,
2023-1,9.01,3,17,172,72,Aries,M,Ingeniería Mecánica,348.2,Si,Si,Rojo,42,M,Windows,08/04/2005,TRUE,,
2023-1,11.01,5,19,160,46,Tauro,F,Ing. Química ,254,Si ,Si,Morado,35,S,Windows,04/30/2003,TRUE,,
2023-1,7.01,3,22,170,63,Sagitario,M,Ing. Mecátronica,304,Sí,Sí,#268B85 (Cerceta),41/42,S,Windows,12/12/2000,TRUE,,
2023-1,9.01,3,18,179,83,Sagitario,M,Ingeniería Mecatrónica,304,Si,No,Verde,44,L,Windows,09/12/2004,TRUE,,
2023-1,9.01,5,22,170,67,Piscis,M,Ingeniería Mecatrónica,296,Si,No,Azul,42,M,Windows,06/03/2001,TRUE,,
2023-1,9.01,3,18,158,48,Leo,F,Ingeniería Mecatrónica,278,No,No,Azul,38,S,Windows,08/03/2004,TRUE,,
,,,,,,,,,,,,,,,Windows,,FALSE,,
2023-1,9.01,3,18,170,69,Piscis,M,Ingeniería mecatrónica,260,Si,No,Verde,40,L,Windows,03/18/2005,TRUE,,
2023-1,5.01,3,23,168,70,Tauro,F,Ingeniería mecatrónica,365,No,Si,verde,37,M,Windows,,TRUE,,
,2.01,7,21,190,100,Géminis,M,Ingeniería Energía,220,Sí,No,Negro,47,XL,Windows,05/30/2001,TRUE,,
2023-1,9.01,3,18,170,65,Capricornio,M,Bioingeniería,537,No,No,Ocre,42,M,Windows,03/01/2005,TRUE,,
2023-1,9.01,2,22,182,86,Escorpio,M,Ingeniería Mecánica,253,Si,Si,Plomo,45,XL,Mac OS,10/25/2000,TRUE,,
2023-1,2.01,3,18,172,70,Aries,F,Ciencia de la Computacion,241,Sí,Sí,Verde,38.5,M,Windows,03/25/2005,TRUE,,
2023-1,9.01,3,-,169,63,,M,Ciencia de Datos,293,Si,No,Titanio,41,M,,,FALSE,,
2023-1,9.01,2,19,152,50,Acurio ,F,Ingeniería Industrial ,466,No,Si,Lila,30,S,Windows,02/19/2004,TRUE,,
