"Bodega","Distrito","Aforo","Productos","Ventas1","Ventas2","Ventas3","Ventas4"
"amigabilidad chinchinear","La Molina",4,59,3721.63,3552.28,3946.23,3982.53
"administrativamente infantilidad","Puente Piedra",11,166,1571.24,1678.27,1267.84,1596.48
"sombraje superego","San Juan de Lurigancho",4,65,4073.75,3350.96,3561.09,3376.87
"figurinista doctrinarismo","San Juan de Lurigancho",7,104,4000.45,3980.55,3830.36,3485.31
"malquerer desenvueltamente","Ate",6,82,2680.28,3079.25,3269.92,2789.53
"comparado necrópolis","San Juan de Miraflores",5,78,4078.75,4063.62,4470.91,3456.04
"micrométrico perihelio","Ate",7,106,1816.11,1858.32,1918.98,2134.65
"porfirizar rascador","San Juan de Lurigancho",13,199,1842.38,2054.16,1995.13,2050.15
"directamente destellar","Comas",5,73,734.77,1239.93,1461.7,1324.47
"caléndula refractante","San Martin de Porres",5,96,5570.11,5594.4,5351.12,5763.71
"herradura encarcelador","Rimac",4,45,3404.37,3295.21,3298.55,2951.58
"convidar hospedamiento","San Juan de Lurigancho",3,47,1893.88,1398.56,1883.89,1998.36
"depreciación laurencio","Puente Piedra",2,34,3808.77,3979.99,3705.29,4255.98
"palitoque apañadura","San Miguel",13,229,2026.04,1551.93,1550.01,1590.22
"desviejadero manípulo","El Agustino",6,75,2014.18,1683.57,2077.79,1953.66
"admisible chispeante","Villa María del Triunfo",5,83,1161.78,1148.84,1269,1077.02
"escultura descontinuar","San Borja",9,125,3692.58,2935.91,3210.33,3056.46
"desfigurar ahuchear","La Molina",3,53,1863.92,2424.09,1849.95,2893.43
"enamorada guillotinar","San Juan de Lurigancho",4,69,2845.48,2501.78,2092.5,2176.54
"dalmático imperfección","Santiago de Surco",4,61,4446.62,5265.05,5228.81,5383.6
"amuermar brodista","San Juan de Lurigancho",2,25,1047.51,858.22,1369.17,1152
"dedicación zarandaja","San Juan de Lurigancho",5,70,3965.24,3112.82,3246.13,3336.45
"progresión tripollas","San Juan de Lurigancho",4,74,3041.07,3677.12,3491.36,2834.86
"operístico onicomancia","La Molina",6,77,2340.11,2316.17,2867.54,2589.49
"ostensorio rosicler","Santa Anita",2,28,827.13,683.84,1076.15,1111.7
"contento chinchulín","Surquillo",2,33,3088.13,2859.29,3466.2,3370.4
"maganzón disciplinante","San Juan de Lurigancho",2,27,2096.61,2131.23,2402.95,2113.81
"fastuosamente atiriciarse","San Juan de Lurigancho",10,129,2002.13,1672.67,2126.02,1821.74
"accionamiento intermuscular","San Martin de Porres",2,23,1208.04,1382.08,1205.37,1254.88
"pancellar corraliza","Comas",12,192,2985.18,2734.87,3475.71,3270.01
"arromanzar muestreo","Villa María del Triunfo",3,59,2870.76,2810.43,2142.93,2641.59
"esnobismo casetero","Breña",11,154,2335.58,2339.61,2350.03,2482.07
"franqueza alcarchofa","San Borja",2,33,3246.88,3459.66,3581.32,3429.86
"movilidad peticionar","Villa María del Triunfo",13,211,1762.01,1543.64,1409.29,1348.49
"estrellera docético","San Juan de Lurigancho",2,33,1693.06,1764.53,1403.46,2040.57
"hipertiroidismo dotación","San Juan de Lurigancho",3,52,1245.42,1281.5,1957.97,1432
"aplanamiento encalmar","Santa Anita",5,61,1748.14,2391.77,1668.64,1690.5
"escaramuzador rodeador","La Molina",2,16,3519.24,2899.29,3089.9,3706.66
"concursado provocativo","Los Olivos",2,29,4252.53,3610.66,4132.17,5418.32
"algarrobera damajuana","San Borja",3,38,3968.27,3289.1,3646.87,3434.45
"cobertero infantil","San Juan de Lurigancho",4,65,1399.53,1273.48,1384.2,1341.84
"isaloterma desembocadura","Santa Anita",2,41,1524.97,1780.12,1941.97,1835.62
"insepultado dieciocheno","Jesús María",4,59,4279.34,5010.25,4186.07,5071.64
"armonización ventolera","Chorrillos",2,22,1965.94,2157.25,2919.2,2059.25
"decodificación municipal","Villa María del Triunfo",7,102,1092.59,1094.3,1309.67,1043.03
"harnerero ultramarino","San Juan de Lurigancho",13,207,1069.89,1372.96,1054.93,858.11
"chupalla guamúchil","San Juan de Lurigancho",11,156,1094.4,1739.06,1419.03,1203.63
"aeromántico vinícola","San Juan de Miraflores",4,54,1662.08,1636.69,1831.1,1614.17
"subsanable esporófito","Los Olivos",4,45,2062.2,1999.14,2358.67,2073.99
"convivencia valvular","El Agustino",3,40,4105.43,3948.89,4146.33,4178.2
"reparcelación cañonero","San Juan de Lurigancho",3,36,1828.26,1983.72,1473.53,1584.37
"epéntesis temático","Santiago de Surco",8,130,4376.69,3435,2861.72,2871.74
"güegüecho desentido","San Juan de Lurigancho",13,190,2203.43,1695.43,1617.55,1723.78
"contendiente calígine","Puente Piedra",9,144,4668.74,5157.48,4868.23,4914.61
"etiquetaje comorense","Los Olivos",5,76,5141.41,4057.65,4076.21,5141.51
"bastimentar formidar","Los Olivos",4,74,2935.85,3187.01,2756.52,2773.55
"plataforma ballestada","San Juan de Lurigancho",2,33,5238.01,5326.5,5255.34,5296.29
"compaginación gritadera","Puente Piedra",5,76,1068.54,886.65,1044.19,1088.7
"fitógrafo convalecer","San Borja",6,83,2530.98,2976.9,2717.67,3078.87
"repiquetear raposería","San Borja",4,52,6100.36,4273.16,5043.63,5768.8
"asertivo depreciar","San Martin de Porres",11,178,1039.29,807.85,1595.26,1068.23
"caldaico homología","Puente Piedra",5,81,1878.13,1579.07,2000.45,1609.01
"chuchoquero satiriasis","Comas",8,123,2344.1,2084.35,1871.43,1691.43
"antifonero cholotón","Comas",13,161,1949.85,2044.86,1451.92,1877.47
"parafrasear empendolar","Los Olivos",7,95,2984.7,3138.43,3367.49,3364.95
"librecambismo esquematismo","San Martin de Porres",3,54,1260.27,868,1152.28,1224.72
"prosístico camaldulense","Ate",6,83,2787.07,3707.81,2872.56,2764.93
"tarijeño malhumorado","San Martin de Porres",3,52,1207.39,1082.07,1627.19,1105.07
"camorrear chiricote","Independencia",8,127,2554.47,3004.15,2825.06,2781.35
"obstinar interpretable","Comas",4,65,1385.66,1517.07,1365.08,1763.15
"enemigablemente eugenésico","San Isidro",12,204,4142.51,4275.01,4278.81,4434.85
"antigualla desatacar","Comas",2,20,3862.19,4120.42,3838.07,3372.65
"halconero deslardarse","San Juan de Miraflores",4,63,2839.06,2380.26,2994.54,3489.65
"compasillo desapasionar","Ate",3,39,2565.15,2809.12,2318.64,2768.74
"desareno sobreseñal","Villa María del Triunfo",7,110,3730.08,2700.51,3851.6,3033.98
"despezuñarse lacticíneo","La Molina",3,61,4121.58,3860.26,4236.44,3048.57
"palanganeo industrial","San Miguel",2,29,2374.33,2261.44,2624.2,2316.4
"insumiso testiguar","San Juan de Lurigancho",10,126,2620.9,2325.67,1955.44,2268.75
"armonización endometrio","Los Olivos",10,147,3495.08,3339.4,3059.09,3324.89
"molcajete documento","Ate",4,58,2343.17,2593.73,2587.64,2933.43
"penicilina deterger","Ate",11,165,2298.6,2111.53,3063.86,2336.08
"voquible calaverón","San Martin de Porres",13,190,1183.03,1445.53,853.25,1148.32
"lividecer cariblanco","San Martin de Porres",6,96,1233.49,1511.96,1279.03,1619.87
"sensiblería suertudo","Chorrillos",5,74,1791.15,2383.5,2134.61,1986.5
"estirajar subrigadier","Villa María del Triunfo",8,127,1114.92,1504.55,1673.04,1175.57
"trasfusor zopetero","San Juan de Miraflores",2,31,2407.42,2350.44,2620.63,2506.84
"tronchazo maniquete","San Juan de Miraflores",13,216,2276.97,2321.21,2248.88,2935.95
"calipedia ablandahígos","San Miguel",13,186,4321.68,4872.05,4437.28,4684.67
"coñearse creosota","Chorrillos",4,70,4573.13,4019.02,4067.97,3452.08
"carpintería selectas","San Juan de Miraflores",13,149,2505.18,3491.4,3387.06,3510.27
"albigense ambicioso","La Molina",3,27,4047.62,4687.68,4628.65,4367.17
"semigola importunamente","El Agustino",2,36,745.62,1005.99,922.68,1006.26
"hidrotermal mixtifori","Santiago de Surco",2,26,3072.89,3196.67,3217.2,2828.07
"aguazoso corderil","San Juan de Lurigancho",2,34,962.6,796.08,1266.71,784.58
"grandevo indización","Ate",2,30,1665.93,1413.86,1738.73,1997.66
"ligación chischil","Los Olivos",3,36,2220.51,1922.13,1593.9,1694.58
"acérrimo chapucería","Comas",4,53,1145.57,1485.94,1650.4,1739.22
"primacía echacuervos","San Juan de Lurigancho",4,62,4331.54,3246.71,3951.01,4386.85
"Bruselas carpintero","Villa María del Triunfo",13,215,907.16,1381.58,864.38,1028.69
"esperpentismo nicaragüense","San Martin de Porres",11,180,1169.8,1524.55,1471.29,1472.95
"insumiso telenovela","Ate",5,93,1683.15,1554.08,1559.88,1648.79
"tapaojos hematuria","San Martin de Porres",2,33,1646.73,1500.12,1224.35,1480.59
"poliantea voluntariosamente","Villa María del Triunfo",2,27,1557.88,1365.74,1538.7,1341.9
"amanerar convenencia","San Juan de Miraflores",5,67,1537.42,2225.67,1663.79,1374.25
"escandia abroncar","Barranco",3,43,3930.94,3165.11,3680.68,3215.36
"acetábulo juguetería","Independencia",3,53,4176.74,5337.28,4599.06,4804.94
"trémulamente huisache","San Juan de Miraflores",2,44,1148.47,1217,1325.81,1097.19
"chavetero argamasón","Los Olivos",5,70,2161.28,2055.11,2989.5,2764.71
"rasmillar geonomía","Ate",3,50,4767.45,4773.74,3864.51,4406.59
"risotada pasagonzalo","San Juan de Lurigancho",8,108,2154.82,2281.66,2026.98,2183.47
"barrueco aquileño","San Juan de Lurigancho",3,39,2169.62,1807.9,1812.62,1986.06
"terquedad atruendo","Comas",4,69,1267.39,1169.73,1261.69,1091.97
"ritualista triquinosis","San Juan de Lurigancho",10,161,4970.77,5572.68,4811.46,5124.92
"idólatra conmiseración","Comas",7,106,5093.11,4195.96,5060.64,4844.79
"malignar desfruncir","San Martin de Porres",2,41,1248.25,1240.62,1134.98,1305.86
"deschambar maniblanco","El Agustino",2,30,1600.59,1170.69,1207.06,1227.95
"neurobiológico sonadera","San Juan de Miraflores",2,26,879.13,1094.3,1020.89,1243.84
"cantollanista épicamente","Chorrillos",7,106,3073.61,3559.01,3901.07,3915.16
"arciprestazgo cubreobjeto","San Juan de Miraflores",3,55,1894.76,2548.46,1889.9,2198.38
"rescatador trasquero","San Juan de Miraflores",2,39,3021.06,2709.98,3232.99,2741.08
"desencuadernado litosfera","Ate",9,140,2648.11,2347.02,2638.62,2514.35
"balsamina calabacilla","Villa María del Triunfo",6,82,2675.55,3747.79,2914.6,3542.4
"dedicación conventillear","San Juan de Lurigancho",6,98,1096.58,1465.2,1841.98,1622.54
"colutorio ojiprieto","Independencia",13,207,2015.77,2039.5,2200.17,2687.6
"achuchón tetragrama","Santiago de Surco",3,51,2808.1,3385.51,4089.75,3363.75
"hipófisis aaronita","San Juan de Miraflores",3,39,2481.57,2773.53,1976.49,2620.68
"larguirucho lotiforme","San Juan de Miraflores",2,39,1490.96,1364.09,1184.02,1239.21
"espiritualidad estólido","San Martin de Porres",3,44,1701.23,1636.21,1833.07,1810.81
"heredable congratular","Independencia",3,51,1726.55,1837,1892,1668.67
"guarisapo beneplácito","El Agustino",7,111,1047.73,1005.33,847.18,1078.36
"taconazo glicérido","San Miguel",2,29,2052.72,2072.4,2299.19,1921.82
"volquearse correteo","San Juan de Miraflores",2,36,4006.21,3961.82,3900.68,3424.01
"lumbalgia calafate","Independencia",8,123,1520.45,1283.92,1385.84,1405.35
"lobreguecer cronómetro","San Juan de Lurigancho",6,80,1857.42,1479,2194.53,1628.72
"caramanchelero telefónicamente","San Juan de Lurigancho",6,93,844.85,1321.36,1403.86,1141.4
"encrucijada toallero","Ate",12,189,2633.7,1972.2,2455.67,2146.15
"desembrujar excrescencia","San Martin de Porres",5,77,742.65,777.32,1067.21,882.4
"reyesano inmadurez","San Martin de Porres",5,84,3162.1,3655.72,3349.99,2929.08
"sompesar bancalero","La Molina",13,205,4242.09,4538.41,4289.98,4933.14
"perforación bajamano","San Juan de Miraflores",5,87,1481.12,1453.07,1785.99,957.33
"hiperestesiar pazguato","San Juan de Lurigancho",6,93,2289.82,2603.38,2174.17,2360.3
"previsión refitolear","San Borja",2,28,3479.68,3509.19,3443.62,3814.34
"intuitivamente intersticial","Comas",11,181,2475.35,2180.33,2426.25,1863.41
"pacificación glaciólogo","Comas",13,176,2392,2237.28,1919.19,1955.38
"bonachón refrescamiento","San Juan de Lurigancho",2,30,4963.4,4923.06,4772.62,4752.78
"trancada utilitarista","La Victoria",13,217,2755.28,3312.36,3151.03,2396.68
"graciado avellanado","San Juan de Lurigancho",6,66,4259.63,3803.41,4294.65,3991.24
"antiperístasis esbajeradora","La Victoria",2,27,789.52,1177.9,1204.56,1071.68
"precalentamiento notablemente","San Martin de Porres",2,29,2676.87,3174.09,2755.55,2613
"intestinal inexcusablemente","Comas",6,96,1246.88,1518.27,2020.97,1275.35
"tejolote almacenero","Santa Anita",9,129,2029.73,1797.95,1882.06,1325.45
"ocurrencia almidonado","Comas",7,101,3384.21,3212.97,3950.53,3797.84
"fitonisa parietal","Ate",13,205,1051.26,1063.48,1152.65,1230.2
"agrupación mariscala","Los Olivos",5,67,2569.8,3395.8,2793.9,2549.46
"carapico puestero","San Juan de Lurigancho",7,115,5284.99,5272.14,5293.24,4636.45
"facistol disyuntivamente","Breña",6,83,2461.93,1735.51,2789.05,2453.11
"psitácida guillame","Santa Rosa",2,34,3493.21,3920.06,4070.34,3439.93
"encabezonar lazarino","San Martin de Porres",7,101,2182.91,2269.55,3256.57,2245.19
"aislante isaloterma","Santiago de Surco",4,69,1386.73,1142.13,1773.26,1677.24
"sardonal indecisión","San Isidro",4,65,5359.1,5196.88,5168.16,4893.71
"desparvar eucarionte","Comas",2,28,1557.97,1833.98,1943.73,1760.28
"renitencia encenegarse","Comas",7,100,2481.94,2333.17,2485.7,2674.11
"fotogenia acontecido","San Juan de Lurigancho",5,83,1583.57,1482.08,1864.94,1819.82
"crisocola respaldar","Comas",2,34,1279.05,1036.9,1284.3,1405.12
"acomodado embardar","Villa María del Triunfo",4,64,1231.79,871.88,867.67,1254.92
"resembrar bradicardia","San Juan de Lurigancho",3,37,4897.73,4838.34,5215.76,4334.79
"manganeta empestar","Villa María del Triunfo",3,52,1647.36,1605.69,1192.99,1790.36
"imprudente oncogénico","San Juan de Lurigancho",9,133,1553.09,1808.78,1381.08,1481.12
"hazañería coscarrón","Jesús María",13,172,2040.29,2287.46,1898.66,2126.11
"otosclerosis embargamiento","San Juan de Lurigancho",2,27,661.16,999.31,1190.45,958.11
"putañero atingencia","Comas",13,200,1255.18,1553.08,1455.18,1205.34
"neuroanatómico tarántula","San Martin de Porres",10,147,1819.25,1357.66,2084.79,1869.86
"retrogradar cuantimás","Santiago de Surco",4,69,3742.45,3232.8,3330.16,3409.83
"corretora percusionista","Comas",2,38,763.41,985.56,955.17,1243.36
"dermatológico desbarahúste","Comas",2,31,3799.83,3265.4,3266.51,3298.7
"aherrumbrar mirringa","Comas",5,66,1248.77,1287.47,1310.87,1303.6
"ciudadano exequias","San Juan de Lurigancho",5,77,3336.2,3465.15,3008.53,3427.67
"matagalpa inaplicable","Villa María del Triunfo",3,43,4434.18,3476.08,3521.86,4601.88
"sabelianismo fortachón","Puente Piedra",7,104,2879.58,2336.86,2646.3,2570.86
"distorsión ambulantaje","Ate",6,100,3732.68,3987.66,3527.92,3440.03
"almohadilla desbullador","Santa Anita",3,38,4125.02,3716.03,4245.47,3796.08
"ventajosamente ascensión","Comas",2,34,1471.86,1581.24,2052.86,1624.82
"deprendador muñequero","Ate",2,32,1887.16,2316.63,2757.14,1902.18
"fajinear confortamiento","Santa Anita",13,191,1284.41,1928.21,1804.31,1980.37
"instímulo contrarregistro","Barranco",13,187,2589.22,2594.76,2315.49,2892.84
"bombillo parahúso","San Martin de Porres",7,100,2803.3,2576.87,3597.39,2293.21
"obispalía varbasco","Rimac",3,55,2269.36,2039.02,2272.85,2621.56
"despampano pluriempleado","Ate",3,47,1552.31,1299,1393.53,1483.35
"estandarización locomoción","San Juan de Lurigancho",2,29,1317.52,958.41,1388.64,1116.75
"perfumadero descharchar","Ate",13,227,3660.22,4528.6,4254.57,3938.41
"anástrofe violento","Comas",10,168,3258.91,2377.68,3545.05,2602.63
"marquesina almibarar","Ate",4,63,1959.85,1652.98,1592.22,1456.15
"pechardino comecome","San Martin de Porres",2,22,2679.25,2875.12,3141.61,2785.06
"antidisturbios sanguijolero","La Victoria",13,192,1449.29,1287.86,1458.97,1234.01
"asimilismo espartal","San Juan de Lurigancho",8,129,1295.86,1427.44,1296.36,1817.4
"grenchar emberretinarse","San Borja",2,33,4602.53,3906.49,3834.63,3526.26
"encrespadura cascarrabias","Comas",11,159,2189.45,2125.34,2532.93,2238.29
"intensivo apañadura","Surquillo",4,57,3620.46,3092.77,2797.96,2793.99
"calmante dislocar","Independencia",7,107,1277.66,821.33,919.58,1127.11
"querendón energético","Jesús María",3,49,1607.68,1568.5,1831.7,1791.13
"canturrear susurrante","San Martin de Porres",5,68,2264.99,2890.61,2771.15,2007.6
"rastrillada letargoso","San Juan de Lurigancho",13,213,1984.46,1871.57,1968.3,1913.09
"enconamiento engaratusar","Villa María del Triunfo",5,88,1818.37,2141.11,1954.15,1660.59
"mequetrefe comecocos","San Juan de Lurigancho",2,24,1564.67,1248.64,1259.77,1022.23
"maculoso hiriente","Comas",2,19,966.48,918.16,823.3,1195.83
"exorcizar remplazar","La Molina",9,125,2568.41,2695.28,2634.31,2720.04
"caristias guayabana","Miraflores",4,65,2515.43,2144,2390.4,2483.89
"jajajear economizador","Rimac",2,23,3143.36,3758.49,3371.5,3402.35
"descalostrado achipilarse","La Victoria",11,183,4054.19,3354.33,4000.31,4306.65
"monocromático rompiente","La Molina",9,117,3982.77,3772.02,3495.66,3867.66
"pluviosidad fúnebremente","Surquillo",12,188,4855.74,5113.02,5495.54,5425.23
"canfínfora reprimir","Santiago de Surco",4,73,4199.84,4140.9,3477.46,3787.87
"damacuaco cuellinegro","San Juan de Miraflores",2,29,1558.69,1470.11,1163.74,681.54
"habillamiento reiterar","Ate",2,27,1184.16,1015.05,966.13,1351.92
"restricto desmadrado","La Molina",10,153,3787.38,4959.72,3761.63,4580.05
"anascote treintavo","San Juan de Lurigancho",5,76,4639.32,4255.39,3671.9,3729.6
"adestría fermosura","San Miguel",5,67,3203.11,2622.04,2504.2,3520.31
"vecindado acuantiar","San Martin de Porres",6,70,3638.68,4180.07,4030.84,4027.92
"algodonar chéchere","La Molina",5,82,2630.72,2759.89,2588.6,2275.97
"parabrisa cerradero","Comas",3,38,915.46,786.12,740.01,1175.21
"acabadamente pendencia","San Juan de Lurigancho",2,31,1796.9,2067.05,1637.68,1667.51
"hallullero francofobia","El Agustino",6,85,3043.9,2942.39,2516.82,2787.5
"contextualizar descenso","Villa María del Triunfo",2,26,2383.17,3410.48,2648.82,2038.43
"picajoso azabachado","Puente Piedra",2,37,1333.75,1080.22,1196.61,1245.89
"inconsecuente termodinámico","Independencia",9,120,3069.41,2385.89,2484.23,2473.29
"arruinar deglutir","El Agustino",13,186,4271.99,4073.63,4144.08,4945.69
"privatización cronometrador","Puente Piedra",3,42,3429.11,3382.03,3594.79,3444.85
"boxeador nuevoleonés","San Juan de Lurigancho",8,140,3799.45,4415.27,3835.59,4037.17
"atipujarse gravedoso","Chorrillos",4,54,2771.22,2610.35,3323.47,2392.23
"jamerdar somnílocuo","San Juan de Lurigancho",9,127,1677.76,2134.11,1383.69,1964.6
"despanchurrar monospermo","Puente Piedra",6,88,1397.2,1242.56,1231.11,893.81
"almendrilla empepitarse","San Martin de Porres",13,177,3148.13,3067.95,4053.8,3876.29
"piezómetro incorregibilidad","San Juan de Lurigancho",9,122,4023.36,4059.32,4148.14,3756.48
"ruiponce cortijero","Ate",7,90,1189.08,1016.5,1781.98,1080.03
"marroquí postremero","Surquillo",5,70,2641.24,3259.01,2817.65,2704.2
"triquinosis tornadera","El Agustino",5,62,3973.61,3386.43,3486.51,3819.26
"extrafino balandrón","San Juan de Lurigancho",4,47,1183.69,865.28,1164.89,1051.37
"macedonia fricativo","Chorrillos",10,146,2032.57,2297.88,2228.39,2222.54
"aguafuertista palotear","Comas",3,53,1934.54,997.22,1328.89,1300.66
"encarcelador excautivo","Ate",2,23,3623.06,4195.47,4345.7,4464.77
"sintoísmo morcilla","El Agustino",4,56,794.71,1489.4,1436.15,1737.51
"inyectar molinista","Rimac",13,189,1904.35,2181.05,1840.19,2087.99
"arcobricense desmadejamiento","Los Olivos",5,67,3658.48,3853.29,3159.49,3046.43
"cerretano domestiqueza","Villa María del Triunfo",2,34,1461.69,1229.85,1369.91,1593.49
"patipelado hidroavión","Independencia",12,195,3018.18,2545.01,2888.78,2278.02
"fresquista teletienda","Comas",3,51,1657.65,2096.77,1576.15,2144.44
"reciamente rebisabuelo","La Victoria",7,108,3657.55,3842.96,3578.74,3347.56
